Protein.Group,Genes,PG.MaxLFQ,CellType,Fraction,SampleName
Q5VW32,BROX,9771.845703125,WO,4,WO_F4
Q92743,HTRA1,26191.01171875,EP,1,EP_F1
Q92743,HTRA1,21861.70703125,EP,2,EP_F2
Q92743,HTRA1,121600.828125,EP,3,EP_F3
Q92743,HTRA1,90822.109375,EP,4,EP_F4
Q92743,HTRA1,235338.234375,WO,1,WO_F1
Q92743,HTRA1,410479.3125,WO,2,WO_F2
Q92743,HTRA1,565298.9375,WO,3,WO_F3
Q92743,HTRA1,509911.15625,WO,4,WO_F4
Q96JE9,MAP6,21328.28125,EP,2,EP_F2
Q09666,AHNAK,17216.2890625,EP,1,EP_F1
Q09666,AHNAK,30993.85546875,EP,2,EP_F2
Q09666,AHNAK,310183.9375,WO,1,WO_F1
Q09666,AHNAK,1827978.25,WO,2,WO_F2
Q09666,AHNAK,545029.25,WO,3,WO_F3
Q09666,AHNAK,378896.53125,WO,4,WO_F4
O75369,FLNB,105019.8515625,WO,1,WO_F1
Q8IZJ3,CPAMD8,9989.7353515625,EP,1,EP_F1
Q8IZJ3,CPAMD8,19668.64453125,EP,4,EP_F4
Q13439,GOLGA4,30052.763671875,EP,2,EP_F2
Q13439,GOLGA4,42762.21875,WO,3,WO_F3
P05198,EIF2S1,62547.88671875,EP,1,EP_F1
P05198,EIF2S1,269342.25,EP,3,EP_F3
P05198,EIF2S1,59847.21484375,EP,4,EP_F4
P05198,EIF2S1,81234.515625,WO,3,WO_F3
P05198,EIF2S1,39984.65625,WO,4,WO_F4
P05198,EIF2S1,129072.140625,EP,2,EP_F2
P61221,ABCE1,25953.384765625,EP,1,EP_F1
P61221,ABCE1,55779.25,EP,4,EP_F4
P61221,ABCE1,8600.9990234375,WO,4,WO_F4
P61221,ABCE1,43980.3125,EP,2,EP_F2
P61221,ABCE1,39781.4609375,EP,3,EP_F3
Q92896,GLG1,69878.1640625,EP,1,EP_F1
Q92896,GLG1,448708.40625,EP,2,EP_F2
Q92896,GLG1,250727.9375,EP,3,EP_F3
Q92896,GLG1,113471.3984375,EP,4,EP_F4
Q92896,GLG1,57392.6171875,WO,1,WO_F1
Q92896,GLG1,224985.8125,WO,2,WO_F2
Q92896,GLG1,69595.6875,WO,4,WO_F4
Q9H4G0,EPB41L1,28039.29296875,EP,2,EP_F2
Q9H4G0,EPB41L1,23161.94921875,EP,3,EP_F3
Q9H4G0,EPB41L1,26333.93359375,WO,2,WO_F2
Q9H4G0,EPB41L1,23173.189453125,WO,3,WO_F3
Q9H4G0,EPB41L1,11943.8505859375,WO,4,WO_F4
Q53H82,LACTB2,31722.48828125,EP,1,EP_F1
Q53H82,LACTB2,55925.84765625,EP,2,EP_F2
Q53H82,LACTB2,28971.34765625,EP,3,EP_F3
Q53H82,LACTB2,34489.34375,EP,4,EP_F4
Q53H82,LACTB2,56906.40234375,WO,1,WO_F1
Q53H82,LACTB2,77893.5859375,WO,2,WO_F2
Q53H82,LACTB2,47446.265625,WO,3,WO_F3
Q53H82,LACTB2,62125.13671875,WO,4,WO_F4
Q9UQ90,SPG7,870.10400390625,EP,3,EP_F3
Q14469,HES1,15752.55078125,EP,3,EP_F3
Q14469,HES1,8286.7509765625,WO,3,WO_F3
Q14469,HES1,7665.38232421875,WO,4,WO_F4
Q9H074,PAIP1,15205.7353515625,EP,1,EP_F1
Q9H074,PAIP1,22213.1328125,EP,2,EP_F2
Q9H074,PAIP1,17119.65234375,EP,3,EP_F3
Q9H074,PAIP1,10469.9970703125,EP,4,EP_F4
Q9H074,PAIP1,10385.380859375,WO,1,WO_F1
Q9H074,PAIP1,22440.681640625,WO,2,WO_F2
Q9H074,PAIP1,5903.8779296875,WO,3,WO_F3
Q9H074,PAIP1,9498.9775390625,WO,4,WO_F4
P78357,CNTNAP1,7768.28125,EP,3,EP_F3
P78357,CNTNAP1,4589.015625,EP,4,EP_F4
P11055,MYH3,221844.84375,EP,2,EP_F2
P11055,MYH3,146274.34375,EP,3,EP_F3
P11055,MYH3,66875.8671875,EP,4,EP_F4
Q9NZD2,GLTP,15334.03125,EP,2,EP_F2
Q9NZD2,GLTP,23033.693359375,WO,2,WO_F2
P51157,RAB28,2518.850341796875,WO,3,WO_F3
P06748,NPM1,380391.875,EP,2,EP_F2
P51688,SGSH,25682.875,EP,1,EP_F1
P51688,SGSH,42288,EP,2,EP_F2
P51688,SGSH,55536.73046875,EP,3,EP_F3
P51688,SGSH,31790.658203125,EP,4,EP_F4
P51688,SGSH,27176.353515625,WO,1,WO_F1
P51688,SGSH,58525.34375,WO,2,WO_F2
P51688,SGSH,35230.55078125,WO,3,WO_F3
P51688,SGSH,61390.66015625,WO,4,WO_F4
Q14204,DYNC1H1,220993.625,EP,3,EP_F3
P68036,UBE2L3,43377.96484375,EP,1,EP_F1
P68036,UBE2L3,428018.5625,WO,1,WO_F1
P68036,UBE2L3,515696.75,WO,2,WO_F2
P68036,UBE2L3,492808.1875,WO,3,WO_F3
P68036,UBE2L3,243918.875,WO,4,WO_F4
Q8N1G4,LRRC47,20962.91796875,EP,4,EP_F4
Q8N1G4,LRRC47,41428.87109375,WO,1,WO_F1
Q9UKK3,PARP4,2401.241455078125,EP,4,EP_F4
P20929,NEB,12870.19921875,WO,4,WO_F4
P55198,MLLT6,9112.302734375,WO,2,WO_F2
Q99523,SORT1,14453.876953125,EP,1,EP_F1
Q99523,SORT1,7539.73681640625,EP,2,EP_F2
Q99523,SORT1,2264.712890625,EP,3,EP_F3
Q99523,SORT1,8376.1279296875,WO,1,WO_F1
Q99523,SORT1,2026.6033935546875,WO,2,WO_F2
Q14669,TRIP12,3499.361083984375,EP,1,EP_F1
Q14669,TRIP12,3719.1552734375,WO,1,WO_F1
Q14669,TRIP12,3477.352294921875,WO,2,WO_F2
O95707,POP4,2940.036376953125,EP,1,EP_F1
O95707,POP4,1524.7088623046875,EP,2,EP_F2
O95707,POP4,1069.7579345703125,EP,3,EP_F3
O95707,POP4,2003.482666015625,EP,4,EP_F4
O95707,POP4,2560.99267578125,WO,1,WO_F1
Q9GZT8,NIF3L1,52114.6015625,WO,2,WO_F2
Q9GZT8,NIF3L1,37406.3359375,WO,3,WO_F3
Q9GZT8,NIF3L1,50077.44921875,WO,4,WO_F4
O95754,SEMA4F,0,EP,3,EP_F3
O95822,MLYCD,18848.6796875,EP,2,EP_F2
O95822,MLYCD,10909.7216796875,EP,3,EP_F3
Q7Z406,MYH14,96255.109375,EP,3,EP_F3
Q7Z406,MYH14,58838.25390625,EP,4,EP_F4
Q7Z406,MYH14,56481.18359375,WO,3,WO_F3
Q7Z406,MYH14,41571.24609375,WO,4,WO_F4
Q7Z406,MYH14,169273.265625,WO,1,WO_F1
P0C221,CCDC175,13539.9755859375,EP,1,EP_F1
P0C221,CCDC175,15313.779296875,WO,2,WO_F2
P0C221,CCDC175,33878.3125,WO,4,WO_F4
P08195,SLC3A2,3358.4462890625,WO,1,WO_F1
P08195,SLC3A2,5405.93115234375,WO,4,WO_F4
Q9H089,LSG1,2708.1279296875,EP,2,EP_F2
Q9H089,LSG1,1819.5699462890625,WO,1,WO_F1
Q96C19,EFHD2,8653.2724609375,EP,2,EP_F2
O14727,APAF1,6405.1572265625,EP,3,EP_F3
O14727,APAF1,1546.9072265625,EP,4,EP_F4
O14727,APAF1,2728.701171875,WO,3,WO_F3
P53420,COL4A4,2071.858154296875,EP,3,EP_F3
P53420,COL4A4,2005.441650390625,WO,3,WO_F3
P50453,SERPINB9,22786.48046875,EP,2,EP_F2
P50453,SERPINB9,12513.9716796875,WO,2,WO_F2
Q9H3Q1,CDC42EP4,151857,WO,1,WO_F1
Q9H3Q1,CDC42EP4,89371.0234375,WO,2,WO_F2
Q9H3Q1,CDC42EP4,130106.7109375,WO,3,WO_F3
Q9H3Q1,CDC42EP4,203634.4375,WO,4,WO_F4
Q9H3Q1,CDC42EP4,5869.763671875,EP,1,EP_F1
Q13045,FLII,10955.3349609375,EP,3,EP_F3
Q13045,FLII,6647.88525390625,WO,3,WO_F3
Q13045,FLII,5232.6171875,WO,4,WO_F4
P31930,UQCRC1,236352.296875,EP,1,EP_F1
P31930,UQCRC1,127134.1171875,EP,2,EP_F2
P31930,UQCRC1,38982.30859375,EP,4,EP_F4
P31930,UQCRC1,51784.76953125,WO,2,WO_F2
P31930,UQCRC1,13575.98046875,WO,3,WO_F3
P31930,UQCRC1,60591.18359375,WO,4,WO_F4
P31930,UQCRC1,29546.810546875,EP,3,EP_F3
P31930,UQCRC1,64197.84765625,WO,1,WO_F1
Q96P63,SERPINB12,20207.26171875,EP,1,EP_F1
Q96P63,SERPINB12,23094.2890625,EP,3,EP_F3
Q96P63,SERPINB12,21210.978515625,WO,1,WO_F1
Q9C0E2,XPO4,6274.6533203125,EP,2,EP_F2
P08138,NGFR,8041.501953125,WO,2,WO_F2
P08138,NGFR,8894.76953125,WO,3,WO_F3
Q14232,EIF2B1,25420.822265625,EP,4,EP_F4
Q14232,EIF2B1,12332.517578125,WO,4,WO_F4
Q6PJG2,MIDEAS,2099.97705078125,WO,4,WO_F4
Q9NSE4,IARS2,114752.765625,EP,2,EP_F2
Q9NSE4,IARS2,96046.125,EP,3,EP_F3
P26639,TARS1,60647.78125,EP,1,EP_F1
P26639,TARS1,40048.32421875,EP,2,EP_F2
P28838,LAP3,182370.53125,WO,1,WO_F1
P40939,HADHA,76440.8671875,EP,1,EP_F1
P40939,HADHA,109773.359375,EP,3,EP_F3
P40939,HADHA,78064.9140625,EP,4,EP_F4
Q06481,APLP2,14800.0078125,WO,3,WO_F3
Q06481,APLP2,9612.94140625,WO,4,WO_F4
P35580,MYH10,533654.75,EP,1,EP_F1
P35580,MYH10,528345.625,EP,3,EP_F3
P35580,MYH10,405075.03125,WO,1,WO_F1
P35580,MYH10,162500.84375,WO,3,WO_F3
P35580,MYH10,2351172.5,EP,2,EP_F2
P35580,MYH10,965862.1875,WO,2,WO_F2
P35580,MYH10,99082.171875,WO,4,WO_F4
P26639,TARS1,45700.01953125,EP,3,EP_F3
P26639,TARS1,52316.24609375,WO,1,WO_F1
P26639,TARS1,40399.26171875,WO,2,WO_F2
Q9NQ89,FERRY3,6951.4189453125,EP,3,EP_F3
Q9NQ89,FERRY3,1443.7921142578125,EP,4,EP_F4
Q9Y6D9,MAD1L1,13183.5986328125,WO,2,WO_F2
O75027,ABCB7,17853.9765625,EP,3,EP_F3
O75027,ABCB7,7008.4931640625,EP,4,EP_F4
O75027,ABCB7,7896.41845703125,EP,1,EP_F1
O75027,ABCB7,7726.5166015625,EP,2,EP_F2
Q9C0D5,TANC1,3847.754150390625,WO,2,WO_F2
Q9C0D5,TANC1,7237.68798828125,WO,3,WO_F3
P36871,PGM1,98851.703125,EP,1,EP_F1
P36871,PGM1,223154.796875,EP,2,EP_F2
P36871,PGM1,272144.375,EP,3,EP_F3
P36871,PGM1,137900.59375,EP,4,EP_F4
P36871,PGM1,206016.359375,WO,2,WO_F2
P36871,PGM1,161175.375,WO,3,WO_F3
P29144,TPP2,24092.83203125,EP,4,EP_F4
P29144,TPP2,14422.87890625,WO,4,WO_F4
Q9NPH2,ISYNA1,25413.30859375,EP,1,EP_F1
Q9NPH2,ISYNA1,48712.72265625,EP,2,EP_F2
Q9NPH2,ISYNA1,83605.953125,EP,3,EP_F3
Q9NPH2,ISYNA1,23355.0078125,EP,4,EP_F4
Q9NPH2,ISYNA1,14565.8525390625,WO,3,WO_F3
Q9NPH2,ISYNA1,9857.646484375,WO,4,WO_F4
P17301,ITGA2,28658.078125,EP,1,EP_F1
P17301,ITGA2,111938.8046875,EP,3,EP_F3
P17301,ITGA2,40713.70703125,EP,4,EP_F4
P17301,ITGA2,23486.671875,WO,2,WO_F2
P17301,ITGA2,35413.80078125,WO,3,WO_F3
Q92621,NUP205,23940.26171875,EP,2,EP_F2
Q92621,NUP205,21719.31640625,EP,3,EP_F3
Q8TAQ2,SMARCC2,41024.25,WO,2,WO_F2
Q8N111,CEND1,66961.78125,WO,1,WO_F1
Q8N111,CEND1,74111.1484375,WO,4,WO_F4
Q96PV6,LENG8,3373.250244140625,EP,1,EP_F1
Q6P6C2,ALKBH5,33505.4140625,WO,1,WO_F1
Q9NX24,NHP2,43993.546875,EP,1,EP_F1
Q9NX24,NHP2,112693.1953125,WO,1,WO_F1
O15484,CAPN5,4037.617431640625,EP,2,EP_F2
Q9UBT2,UBA2,47760.24609375,EP,1,EP_F1
Q9UBT2,UBA2,76330.0625,EP,2,EP_F2
Q9UBT2,UBA2,46980.61328125,WO,1,WO_F1
Q9UBT2,UBA2,91014.5546875,WO,2,WO_F2
Q9Y6E0,STK24,10630.478515625,EP,2,EP_F2
Q9Y6E0,STK24,16867.3671875,WO,2,WO_F2
O60299,LZTS3,34697.78515625,WO,1,WO_F1
O60299,LZTS3,31505.099609375,WO,2,WO_F2
Q7Z2K8,GPRIN1,66215.0703125,WO,4,WO_F4
Q12929,EPS8,5226.77197265625,WO,4,WO_F4
Q92696,RABGGTA,15914.9384765625,EP,1,EP_F1
Q92696,RABGGTA,13412.8720703125,EP,2,EP_F2
Q92696,RABGGTA,7130.396484375,WO,1,WO_F1
Q92696,RABGGTA,7648.7431640625,WO,2,WO_F2
P54920,NAPA,20045.578125,EP,1,EP_F1
P54920,NAPA,29589.453125,EP,4,EP_F4
P54920,NAPA,20168.3671875,WO,4,WO_F4
P54920,NAPA,204901.015625,EP,2,EP_F2
P54920,NAPA,16668.478515625,WO,1,WO_F1
P54920,NAPA,120817.65625,WO,2,WO_F2
Q15418,RPS6KA1,3432.862060546875,EP,1,EP_F1
Q15418,RPS6KA1,6184.76123046875,EP,3,EP_F3
Q15418,RPS6KA1,6859.318359375,EP,4,EP_F4
Q567U6,CCDC93,9945.572265625,EP,1,EP_F1
Q567U6,CCDC93,10656.7421875,EP,4,EP_F4
Q567U6,CCDC93,2693.865478515625,WO,1,WO_F1
Q567U6,CCDC93,2321.44140625,WO,4,WO_F4
Q9UNF0,PACSIN2,120117.8359375,EP,2,EP_F2
Q9UNF0,PACSIN2,37974.046875,EP,3,EP_F3
Q9UNF0,PACSIN2,27311.275390625,EP,4,EP_F4
Q9UNF0,PACSIN2,103895.1796875,WO,3,WO_F3
Q9UNF0,PACSIN2,95499.4765625,WO,4,WO_F4
Q15014,MORF4L2,1334.9130859375,EP,1,EP_F1
Q15014,MORF4L2,20981.84375,WO,1,WO_F1
Q9UHB6,LIMA1,16366.5537109375,EP,1,EP_F1
P52434,POLR2H,5225.0634765625,EP,1,EP_F1
P52434,POLR2H,24086.703125,EP,3,EP_F3
P52434,POLR2H,13351.1904296875,EP,4,EP_F4
P52434,POLR2H,8564.9072265625,WO,3,WO_F3
P52434,POLR2H,4227.00341796875,EP,2,EP_F2
P52434,POLR2H,2438.888671875,WO,1,WO_F1
P52434,POLR2H,4698.37060546875,WO,4,WO_F4
P41219,PRPH,18827.853515625,EP,1,EP_F1
P41219,PRPH,84378.0078125,WO,1,WO_F1
P41219,PRPH,98768.59375,WO,2,WO_F2
P41219,PRPH,86699.3125,WO,3,WO_F3
Q8NI27,THOC2,5260.79150390625,EP,2,EP_F2
Q8NI27,THOC2,8326.2099609375,EP,3,EP_F3
Q8NI27,THOC2,4086.2451171875,WO,2,WO_F2
Q8N3Z0,PRSS35,121308.3984375,WO,2,WO_F2
Q8N3Z0,PRSS35,17193.02734375,WO,3,WO_F3
Q00534,CDK6,34806.07421875,EP,2,EP_F2
Q00534,CDK6,16429.994140625,EP,3,EP_F3
Q00534,CDK6,17925.779296875,WO,2,WO_F2
Q12805,EFEMP1,22454.3359375,EP,3,EP_F3
Q12805,EFEMP1,12090.1181640625,EP,4,EP_F4
Q12805,EFEMP1,152092.671875,WO,1,WO_F1
Q12805,EFEMP1,107837.9296875,WO,2,WO_F2
Q12805,EFEMP1,118834.3203125,WO,3,WO_F3
Q12805,EFEMP1,44161.2109375,WO,4,WO_F4
Q9H223,EHD4,14372.892578125,EP,2,EP_F2
Q9H223,EHD4,11011.5556640625,WO,2,WO_F2
P62263,RPS14,355660.71875,EP,1,EP_F1
P62263,RPS14,272876.21875,EP,2,EP_F2
P62263,RPS14,874649.25,EP,3,EP_F3
P62263,RPS14,409115.78125,EP,4,EP_F4
P62263,RPS14,346613.0625,WO,1,WO_F1
P62263,RPS14,705394.4375,WO,3,WO_F3
P62263,RPS14,461069.75,WO,4,WO_F4
P62263,RPS14,828300.0625,WO,2,WO_F2
O14531,DPYSL4,179461.4375,EP,1,EP_F1
O14531,DPYSL4,237925.609375,EP,3,EP_F3
O14531,DPYSL4,143250.84375,EP,4,EP_F4
O14531,DPYSL4,116703.4765625,WO,3,WO_F3
O14531,DPYSL4,84981.3828125,WO,4,WO_F4
Q9UKS6,PACSIN3,6972.7412109375,EP,1,EP_F1
Q9UKS6,PACSIN3,65087.84375,WO,1,WO_F1
Q9UKS6,PACSIN3,12661.078125,WO,2,WO_F2
Q8NE62,CHDH,5742.7138671875,EP,2,EP_F2
Q8NE62,CHDH,8042.98681640625,WO,2,WO_F2
Q5VST9,OBSCN,7184.91845703125,EP,2,EP_F2
O43295,SRGAP3,12995.9521484375,WO,1,WO_F1
O15027,SEC16A,11404.572265625,WO,3,WO_F3
O15027,SEC16A,24180.603515625,WO,4,WO_F4
Q86UU0,BCL9L,3645.503662109375,WO,1,WO_F1
Q86UU0,BCL9L,8651.705078125,WO,3,WO_F3
Q86UU0,BCL9L,8018.3681640625,WO,4,WO_F4
P35240,NF2,3978.744873046875,EP,2,EP_F2
P35240,NF2,3751.64599609375,WO,3,WO_F3
P05156,CFI,9989.2373046875,EP,4,EP_F4
P05156,CFI,60149.78515625,WO,1,WO_F1
P05156,CFI,73193.90625,WO,2,WO_F2
P05156,CFI,44332.93359375,WO,4,WO_F4
Q66K14,TBC1D9B,3504.438720703125,EP,1,EP_F1
Q66K14,TBC1D9B,3513.1357421875,EP,2,EP_F2
Q66K14,TBC1D9B,2776.877197265625,WO,1,WO_F1
O75376,NCOR1,18604.732421875,WO,1,WO_F1
Q92900,UPF1,18985.931640625,WO,1,WO_F1
Q92900,UPF1,22218.853515625,WO,4,WO_F4
Q63HQ2,EGFLAM,9581.685546875,EP,1,EP_F1
Q63HQ2,EGFLAM,16883.6875,EP,2,EP_F2
Q63HQ2,EGFLAM,13964.9267578125,EP,3,EP_F3
Q63HQ2,EGFLAM,9986.15234375,EP,4,EP_F4
Q63HQ2,EGFLAM,9311.4306640625,WO,1,WO_F1
Q63HQ2,EGFLAM,6913.77490234375,WO,2,WO_F2
Q63HQ2,EGFLAM,11350.4072265625,WO,3,WO_F3
Q9NQ86,TRIM36,12579.732421875,EP,2,EP_F2
Q9NQ86,TRIM36,13302.625,EP,3,EP_F3
Q9NQ86,TRIM36,9513.326171875,EP,4,EP_F4
Q9NQ86,TRIM36,6934.7763671875,WO,3,WO_F3
Q9UKM7,MAN1B1,0,EP,4,EP_F4
Q01804,OTUD4,8745.8251953125,WO,3,WO_F3
Q8IV48,ERI1,2703.11767578125,EP,1,EP_F1
Q8IV48,ERI1,2586.55322265625,EP,2,EP_F2
Q8IV48,ERI1,7586.5517578125,EP,3,EP_F3
Q8IV48,ERI1,9014.90625,EP,4,EP_F4
Q8IV48,ERI1,5152.10595703125,WO,3,WO_F3
Q8IV48,ERI1,4423.55810546875,WO,4,WO_F4
Q02962,PAX2,2630.8525390625,WO,2,WO_F2
Q02962,PAX2,2027.0758056640625,WO,3,WO_F3
P49959,MRE11,12968.943359375,WO,1,WO_F1
Q9NVA2,SEPTIN11,290573.09375,EP,2,EP_F2
P43686,PSMC4,52380.16015625,EP,2,EP_F2
P43686,PSMC4,52007.98046875,EP,3,EP_F3
P43686,PSMC4,74967.5859375,EP,4,EP_F4
P43686,PSMC4,37483.98828125,WO,2,WO_F2
P43686,PSMC4,39460.96484375,WO,3,WO_F3
P43686,PSMC4,81331.21875,EP,1,EP_F1
P43686,PSMC4,43790.140625,WO,1,WO_F1
Q9UHD8,SEPTIN9,32217.650390625,EP,1,EP_F1
Q9UHD8,SEPTIN9,132841.71875,EP,2,EP_F2
Q9UHD8,SEPTIN9,79607.65625,WO,1,WO_F1
Q9UHD8,SEPTIN9,216764.515625,WO,2,WO_F2
Q15019,SEPTIN2,822366.125,EP,2,EP_F2
Q15019,SEPTIN2,670371.25,WO,2,WO_F2
Q15019,SEPTIN2,193122.046875,WO,3,WO_F3
Q16181,SEPTIN7,665566.375,EP,2,EP_F2
Q16181,SEPTIN7,205532.5625,EP,3,EP_F3
Q16181,SEPTIN7,49761.640625,EP,4,EP_F4
Q16181,SEPTIN7,120089.1640625,WO,1,WO_F1
Q16181,SEPTIN7,1196546.5,WO,2,WO_F2
Q16181,SEPTIN7,282249.5,WO,3,WO_F3
Q16181,SEPTIN7,77229.546875,WO,4,WO_F4
O43236,SEPTIN4,28776.818359375,EP,2,EP_F2
O43236,SEPTIN4,51780.01171875,WO,2,WO_F2
O43236,SEPTIN4,10460.91015625,EP,3,EP_F3
O43236,SEPTIN4,10379.083984375,WO,3,WO_F3
P40126,DCT,52875.2109375,EP,2,EP_F2
P40126,DCT,30477.486328125,EP,3,EP_F3
O76080,ZFAND5,29062.984375,WO,1,WO_F1
Q7Z417,NUFIP2,21944.74609375,WO,1,WO_F1
Q7Z417,NUFIP2,101724.5234375,WO,2,WO_F2
Q7Z417,NUFIP2,16335.958984375,WO,3,WO_F3
Q7Z417,NUFIP2,27245.32421875,WO,4,WO_F4
Q9H9B1,EHMT1,17684.65625,WO,2,WO_F2
Q9H9B1,EHMT1,3966.841064453125,WO,3,WO_F3
Q15059,BRD3,9255.1826171875,EP,2,EP_F2
Q15059,BRD3,13353.544921875,EP,3,EP_F3
Q15059,BRD3,35164.9609375,WO,1,WO_F1
Q15059,BRD3,57913.1015625,WO,2,WO_F2
Q15059,BRD3,126219.59375,WO,3,WO_F3
Q15059,BRD3,41341.39453125,WO,4,WO_F4
O00214,LGALS8,21252.6875,EP,1,EP_F1
O00214,LGALS8,24521.24609375,EP,2,EP_F2
O00214,LGALS8,5272.15869140625,WO,1,WO_F1
P17661,DES,15793.3837890625,EP,2,EP_F2
P17661,DES,26624.666015625,WO,1,WO_F1
Q9BZE4,GTPBP4,22647.646484375,EP,3,EP_F3
Q9BZE4,GTPBP4,14387.95703125,EP,4,EP_F4
Q9BZE4,GTPBP4,15851.271484375,WO,3,WO_F3
P46013,MKI67,6016.70556640625,WO,2,WO_F2
Q9NQX3,GPHN,12673.7333984375,EP,2,EP_F2
Q9NQX3,GPHN,16370.0498046875,EP,3,EP_F3
Q9NQX3,GPHN,10313.9287109375,EP,4,EP_F4
Q9NQX3,GPHN,22939.212890625,WO,2,WO_F2
Q9NQX3,GPHN,16358.8818359375,WO,3,WO_F3
Q9NQX3,GPHN,14058.2900390625,WO,1,WO_F1
Q9NQX3,GPHN,17526.005859375,WO,4,WO_F4
Q08945,SSRP1,45991.72265625,EP,1,EP_F1
A1L0T0,ILVBL,7186.1484375,EP,1,EP_F1
A1L0T0,ILVBL,4928.51806640625,WO,1,WO_F1
Q92542,NCSTN,93400.0625,EP,1,EP_F1
Q92542,NCSTN,106400.1953125,EP,3,EP_F3
Q92542,NCSTN,38195.171875,WO,1,WO_F1
Q92542,NCSTN,28386.486328125,WO,2,WO_F2
Q92542,NCSTN,32551.814453125,WO,3,WO_F3
Q9Y6E2,BZW2,30639.859375,EP,2,EP_F2
Q9Y6E2,BZW2,27488.234375,EP,3,EP_F3
Q9Y6E2,BZW2,22200.5703125,EP,4,EP_F4
Q9Y6E2,BZW2,21610.978515625,WO,2,WO_F2
Q9Y6E2,BZW2,25513.1796875,WO,3,WO_F3
A2AJT9,BCLAF3,4818.6181640625,WO,2,WO_F2
P11137,MAP2,2061182.125,WO,1,WO_F1
P11137,MAP2,1896101.5,WO,2,WO_F2
P11137,MAP2,1956327.375,WO,3,WO_F3
P11137,MAP2,1687877.875,WO,4,WO_F4
P11137,MAP2,55037.328125,EP,3,EP_F3
P11137,MAP2,101695.890625,EP,4,EP_F4
Q13263,TRIM28,37742.5390625,EP,1,EP_F1
Q13263,TRIM28,316662.34375,EP,3,EP_F3
Q13263,TRIM28,91679.3984375,EP,4,EP_F4
Q13263,TRIM28,106746.140625,WO,1,WO_F1
Q13263,TRIM28,89035.953125,WO,2,WO_F2
Q13263,TRIM28,210848.328125,WO,3,WO_F3
Q13263,TRIM28,174809.40625,WO,4,WO_F4
Q8IXM2,BAP18,36992.55078125,WO,2,WO_F2
Q6UW63,POGLUT2,37348.03125,EP,2,EP_F2
Q6UW63,POGLUT2,6589.5146484375,EP,3,EP_F3
Q6UW63,POGLUT2,9062.421875,WO,2,WO_F2
Q6UW63,POGLUT2,1939.5286865234375,WO,3,WO_F3
Q5T5Y3,CAMSAP1,22644.552734375,WO,2,WO_F2
Q6P2Q9,PRPF8,30285.4140625,EP,4,EP_F4
Q6P2Q9,PRPF8,35081.1015625,WO,1,WO_F1
Q6P2Q9,PRPF8,46468.98046875,WO,2,WO_F2
Q9UGP4,LIMD1,3550.9501953125,EP,3,EP_F3
Q9UGP4,LIMD1,2818.541259765625,WO,1,WO_F1
Q9UGP4,LIMD1,4967.69580078125,WO,3,WO_F3
Q9UGP4,LIMD1,6365.498046875,WO,4,WO_F4
Q9UGK8,SERGEF,1939.1029052734375,EP,2,EP_F2
Q9UGK8,SERGEF,5223.81787109375,WO,2,WO_F2
Q96RU3,FNBP1,9532.9521484375,EP,3,EP_F3
Q96RU3,FNBP1,7363.62548828125,EP,4,EP_F4
Q96RU3,FNBP1,48393.66796875,WO,1,WO_F1
Q96RU3,FNBP1,46661.17578125,WO,2,WO_F2
Q96RU3,FNBP1,31064.4609375,WO,3,WO_F3
Q96RU3,FNBP1,18107.8984375,WO,4,WO_F4
O43633,CHMP2A,59844.14453125,EP,1,EP_F1
O43633,CHMP2A,105124.953125,WO,1,WO_F1
O43633,CHMP2A,81153.734375,WO,2,WO_F2
O43633,CHMP2A,47236.640625,WO,3,WO_F3
Q969G3,SMARCE1,63627.02734375,WO,1,WO_F1
Q96T58,SPEN,21795.00390625,WO,2,WO_F2
Q8IWE4,DCUN1D3,833.16644287109375,WO,1,WO_F1
Q8IWE4,DCUN1D3,2647.7685546875,WO,2,WO_F2
Q9UHJ6,SHPK,6776.33740234375,EP,2,EP_F2
Q9UHJ6,SHPK,1876.7625732421875,EP,3,EP_F3
Q9UHJ6,SHPK,3532.8505859375,WO,2,WO_F2
Q8IZQ5,SELENOH,22093.083984375,EP,1,EP_F1
Q8IZQ5,SELENOH,74526.7578125,WO,1,WO_F1
Q8IZQ5,SELENOH,55272.953125,WO,2,WO_F2
Q8IZQ5,SELENOH,395500.9375,WO,3,WO_F3
O60220,TIMM8A,12050.2041015625,EP,2,EP_F2
O60220,TIMM8A,5302.42626953125,EP,3,EP_F3
O60220,TIMM8A,7268.11279296875,WO,2,WO_F2
P46821,MAP1B,303109,EP,1,EP_F1
Q6NS38,ALKBH2,12715.6064453125,EP,2,EP_F2
Q6NS38,ALKBH2,6662.5595703125,WO,2,WO_F2
Q6T4P5,PLPPR3,7535.2607421875,WO,2,WO_F2
P51608,MECP2,191567.859375,EP,1,EP_F1
P51608,MECP2,121351.21875,EP,2,EP_F2
P51608,MECP2,135210.265625,EP,3,EP_F3
P51608,MECP2,194956.40625,EP,4,EP_F4
P51608,MECP2,155058.34375,WO,3,WO_F3
Q8IVF2,AHNAK2,81059.359375,WO,2,WO_F2
Q8IVF2,AHNAK2,113285.1640625,WO,3,WO_F3
Q5T8P6,RBM26,27408.947265625,WO,1,WO_F1
Q5T8P6,RBM26,45144.58203125,WO,2,WO_F2
O95081,AGFG2,1953.0638427734375,EP,2,EP_F2
O95081,AGFG2,8842.544921875,WO,2,WO_F2
