"SYMBOL","ENTREZID"
"EIF2AK2","5610"
"EIF2AK3","9451"
"EIF2AK4","440275"
"EIF2B1","1967"
"EIF2B2","8892"
"EIF2B3","8891"
"EIF2B4","8890"
"EIF2B5","8893"
"EIF2D","1939"
"EIF2S1","1965"
"EIF2S2","8894"
"EIF2S3","1968"
"EIF3A","8661"
"EIF3B","8662"
"EIF3D","8664"
"EIF3E","3646"
"EIF3F","8665"
"EIF3G","8666"
"EIF3H","8667"
"EIF3I","8668"
"EIF3J","8669"
"EIF3K","27335"
"EIF3L","51386"
"EIF3M","10480"
"EIF4A1","1973"
"EIF4A2","1974"
"EIF4A3","9775"
"EIF4B","1975"
"EIF4E","1977"
"EIF4E2","9470"
"EIF4E3","317649"
"EIF4EBP1","1978"
"EIF4EBP2","1979"
"EIF4G1","1981"
"EIF4G2","1982"
"EIF4G3","8672"
"EIF4H","7458"
"EIF5A","1984"
"EIF5A2","56648"
"EIF5B","9669"
"EIF6","3692"
"EIPR1","7260"
"ELAC1","55520"
"ELAC2","60528"
"ELAPOR2","222223"
"ELAVL1","1994"
"ELAVL2","1993"
"ELF1","1997"
"ELF2","1998"
"ELK1","2002"
"ELL","8178"
"ELL2","22936"
"ELMO2","63916"
"ELMOD2","255520"
"ELOA","6924"
"ELOB","6923"
"ELOC","6921"
"ELOVL2","54898"
"ELP1","8518"
"ELP2","55250"
"ELP3","55140"
"ELP4","26610"
"ELP5","23587"
"ELP6","54859"
"EMB","133418"
"EMC1","23065"
"EMC10","284361"
"EMC2","9694"
"EMC3","55831"
"EMC4","51234"
"EMC6","83460"
"EMC7","56851"
"EMC8","10328"
"EMC9","51016"
"EMD","2010"
"EME1","146956"
"EMG1","10436"
"EMILIN2","84034"
"EML1","2009"
"EML2","24139"
"EML4","27436"
"EMSY","56946"
"EMX1","2016"
"EN2","2020"
"ENAH","55740"
"ENDOG","2021"
"ENGASE","64772"
"ENO1","2023"
"ENO2","2026"
"ENO3","2027"
"ENOPH1","58478"
"ENOX2","10495"
"ENPP1","5167"
"ENPP4","22875"
"ENPP5","59084"
"ENSA","2029"
"ENTPD5","957"
"ENY2","56943"
"EOGT","285203"
"EP300","2033"
"EP400","57634"
"EPB41","2035"
"EPB41L1","2036"
"EPB41L2","2037"
"EPB41L3","23136"
"EPB41L5","57669"
"EPC1","80314"
"EPC2","26122"
"EPDR1","54749"
"EPHA2","1969"
"EPHB2","2048"
"EPHB4","2050"
"EPHX1","2052"
"EPHX2","2053"
"EPN1","29924"
"EPN2","22905"
"EPOP","100170841"
"EPPK1","83481"
"EPRS1","2058"
"EPS15","2060"
"EPS15L1","58513"
"EPS8","2059"
"ERAL1","26284"
"ERBIN","55914"
"ERC1","23085"
"ERCC1","2067"
"ERCC2","2068"
"ERCC3","2071"
"ERCC4","2072"
"ERCC5","2073"
"ERCC6","2074"
"ERCC6L","54821"
"ERF","2077"
"ERG28","11161"
"ERGIC1","57222"
"ERGIC2","51290"
"ERGIC3","51614"
"ERH","2079"
"ERI1","90459"
"ERI3","79033"
"ERICH1","157697"
"ERLEC1","27248"
"ERLIN1","10613"
"ERLIN2","11160"
"ERMP1","79956"
"ERO1A","30001"
"ERO1B","56605"
"ERP29","10961"
"ESAM","90952"
"ESCO1","114799"
"ESCO2","157570"
"ESD","2098"
"ESF1","51575"
"ESPL1","9700"
"ESS2","8220"
"ESYT1","23344"
"ESYT2","57488"
"ETF1","2107"
"ETFA","2108"
"ETFB","2109"
"ETFDH","2110"
"ETFRF1","144363"
"ETHE1","23474"
"ETNK1","55500"
"ETV3","2117"
"ETV6","2120"
"EVI5L","115704"
"EVL","51466"
"EWSR1","2130"
"EXD2","55218"
"EXO1","9156"
"EXOC1","55763"
"EXOC2","55770"
"EXOC3","11336"
"EXOC4","60412"
"EXOC5","10640"
"EXOC6","54536"
"EXOC6B","23233"
"EXOC7","23265"
"EXOC8","149371"
"EXOG","9941"
"EXOSC1","51013"
"EXOSC10","5394"
"EXOSC2","23404"
"EXOSC3","51010"
"EXOSC4","54512"
"EXOSC5","56915"
"EXOSC6","118460"
"EXOSC7","23016"
"EXOSC8","11340"
"EXOSC9","5393"
"EXT1","2131"
"EXT2","2132"
"EXTL2","2135"
"EYA3","2140"
"EYA4","2070"
"EZH1","2145"
"EZH2","2146"
"EZR","7430"
"F10","2159"
"F11R","50848"
"F8A3","474384"
"FAAP20","199990"
"FABP5","2171"
"FADD","8772"
"FADS1","3992"
"FADS2","9415"
"FAF1","11124"
"FAF2","23197"
"FAH","2184"
"FAHD1","81889"
"FAHD2A","51011"
"FAHD2B","151313"
"FAIM","55179"
"FAM107B","83641"
"FAM110A","83541"
"FAM110B","90362"
"FAM114A2","10827"
"FAM117A","81558"
"FAM117B","150864"
"FAM118B","79607"
"FAM120A","23196"
"FAM120B","84498"
"FAM120C","54954"
"FAM133B","257415"
"FAM136A","84908"
"FAM13A","10144"
"FAM156B","727866"
"FAM161A","84140"
"FAM162A","26355"
"FAM169A","26049"
"FAM171A1","221061"
"FAM171A2","284069"
"FAM177A1","283635"
"FAM184A","79632"
"FAM185A","222234"
"FAM193A","8603"
"FAM193B","54540"
"FAM204A","63877"
"FAM20B","9917"
"FAM210A","125228"
"FAM210B","116151"
"FAM219B","57184"
"FAM221A","340277"
"FAM234A","83986"
"FAM241A","132720"
"FAM241B","219738"
"FAM32A","26017"
"FAM3A","60343"
"FAM50A","9130"
"FAM50B","26240"
"FAM53C","51307"
"FAM76A","199870"
"FAM76B","143684"
"FAM83B","222584"
"FAM83D","81610"
"FAM83H","286077"
"FAM8A1","51439"
"FAM91A1","157769"
"FAM98A","25940"
"FAM98B","283742"
"FAM98C","147965"
"FANCA","2175"
"FANCB","2187"
"FANCD2","2177"
"FANCG","2189"
"FANCI","55215"
"FAR1","84188"
"FARP1","10160"
"FARP2","9855"
"FARS2","10667"
"FARSA","2193"
"FARSB","10056"
"FAS","355"
"FASN","2194"
"FASTKD2","22868"
"FASTKD3","79072"
"FASTKD5","60493"
"FAT3","120114"
"FAU","2197"
"FBF1","85302"
"FBL","2091"
"FBLN1","2192"
"FBLN5","10516"
"FBN2","2201"
"FBRS","64319"
"FBXL12","54850"
"FBXL15","79176"
"FBXL18","80028"
"FBXL19","54620"
"FBXL20","84961"
"FBXO11","80204"
"FBXO17","115290"
"FBXO22","26263"
"FBXO28","23219"
"FBXO3","26273"
"FBXO30","84085"
"FBXO38","81545"
"FBXO4","26272"
"FBXO42","54455"
"FBXO44","93611"
"FBXO45","200933"
"FBXO5","26271"
"FBXO7","25793"
"FBXO9","26268"
"FBXW11","23291"
"FCF1","51077"
"FCGRT","2217"
"FCHO2","115548"
"FCHSD1","89848"
"FCHSD2","9873"
"FDFT1","2222"
"FDPS","2224"
"FDX1","2230"
"FDXR","2232"
"FECH","2235"
"FEM1B","10116"
"FEN1","2237"
"FERMT2","10979"
"FEZ2","9637"
"FGD1","2245"
"FGD4","121512"
"FGF2","2247"
"FGFR1","2260"
"FGFR2","2263"
"FH","2271"
"FHIP1B","84067"
"FHIP2A","57700"
"FHIT","2272"
"FHL2","2274"
"FHL3","2275"
"FHOD1","29109"
"FIBP","9158"
"FIG4","9896"
"FIGNL1","63979"
"FIRRM","55732"
"FIS1","51024"
"FIZ1","84922"
"FKBP10","60681"
"FKBP14","55033"
"FKBP15","23307"
"FKBP1A","2280"
"FKBP1B","2281"
"FKBP2","2286"
"FKBP3","2287"
"FKBP4","2288"
"FKBP5","2289"
"FKBP7","51661"
"FKBP8","23770"
"FKBP9","11328"
"FKRP","79147"
"FLAD1","80308"
"FLCN","201163"
"FLII","2314"
"FLNA","2316"
"FLNB","2317"
"FLNC","2318"
"FLOT1","10211"
"FLOT2","2319"
"FLRT3","23767"
"FLVCR1","28982"
"FLYWCH1","84256"
"FLYWCH2","114984"
"FMC1","154791"
"FMN2","56776"
"FMNL2","114793"
"FMR1","2332"
"FN3KRP","79672"
"FNBP1","23048"
"FNBP1L","54874"
"FNBP4","23360"
"FNDC10","643988"
"FNDC3A","22862"
"FNDC3B","64778"
"FNTA","2339"
"FNTB","2342"
"FOCAD","54914"
"FOSB","2354"
"FOXA1","3169"
"FOXB1","27023"
"FOXC1","2296"
"FOXD2","2306"
"FOXF1","2294"
"FOXF2","2295"
"FOXG1","2290"
"FOXJ2","55810"
"FOXJ3","22887"
"FOXK1","221937"
"FOXK2","3607"
"FOXM1","2305"
"FOXN3","1112"
"FOXO1","2308"
"FOXO3","2309"
"FOXP1","27086"
"FOXP2","93986"
"FOXP4","116113"
"FOXRED1","55572"
"FOXRED2","80020"
"FPGT","8790"
"FRA10AC1","118924"
"FRAS1","80144"
"FRAT2","23401"
"FREM2","341640"
"FRG1","2483"
"FRMD6","122786"
"FRMD8","83786"
"FRRS1","391059"
"FRS2","10818"
"FRYL","285527"
"FSCN1","6624"
"FSD1","79187"
"FSTL1","11167"
"FTH1","2495"
"FTO","79068"
"FTSJ1","24140"
"FTSJ3","117246"
"FUBP1","8880"
"FUBP3","8939"
"FUCA1","2517"
"FUCA2","2519"
"FUNDC2","65991"
"FUOM","282969"
"FUS","2521"
"FUT11","170384"
"FXR1","8087"
"FXR2","9513"
"FYCO1","79443"
"FYN","2534"
"FYTTD1","84248"
"FZD6","8323"
"G3BP1","10146"
"G3BP2","9908"
"G6PC3","92579"
"G6PD","2539"
"GAA","2548"
"GAB1","2549"
"GABARAP","11337"
"GABARAPL1","23710"
"GABARAPL2","11345"
"GABPA","2551"
"GADD45GIP1","90480"
"GAK","2580"
"GALE","2582"
"GALK1","2584"
"GALM","130589"
"GALNS","2588"
"GALNT1","2589"
"GALNT11","63917"
"GALNT16","57452"
"GALNT2","2590"
"GALNT6","11226"
"GALNT7","51809"
"GALT","2592"
"GAMT","2593"
"GAN","8139"
"GANAB","23193"
"GAPDH","2597"
"GAPVD1","26130"
"GAR1","54433"
"GAREM1","64762"
"GARRE1","9710"
"GARS1","2617"
"GART","2618"
"GAS1","2619"
"GAS2L3","283431"
"GATA2","2624"
"GATA3","2625"
"GATA6","2627"
"GATAD1","57798"
"GATAD2A","54815"
"GATAD2B","57459"
"GATB","5188"
"GATC","283459"
"GATD1","347862"
"GBA1","2629"
"GBA2","57704"
"GBE1","2632"
"GBF1","8729"
"GCA","25801"
"GCAT","23464"
"GCC1","79571"
"GCC2","9648"
"GCDH","2639"
"GCFC2","6936"
"GCHFR","2644"
"GCLC","2729"
"GCLM","2730"
"GCN1","10985"
"GCSH","2653"
"GDAP1","54332"
"GDAP2","54834"
"GDE1","51573"
"GDI1","2664"
"GDI2","2665"
"GDPD1","284161"
"GDPGP1","390637"
"GEMIN2","8487"
"GEMIN4","50628"
"GEMIN5","25929"
"GEMIN6","79833"
"GEMIN7","79760"
"GEMIN8","54960"
"GEN1","348654"
"GET1","7485"
"GET3","439"
"GET4","51608"
"GFER","2671"
"GFM1","85476"
"GFM2","84340"
"GFPT1","2673"
"GFRA1","2674"
"GFUS","7264"
"GGA1","26088"
"GGA2","23062"
"GGA3","23163"
"GGCT","79017"
"GGCX","2677"
"GGH","8836"
"GGNBP2","79893"
"GGPS1","9453"
"GGT7","2686"
"GHDC","84514"
"GID4","79018"
"GID8","54994"
"GIGYF1","64599"
"GIGYF2","26058"
"GINS1","9837"
"GINS2","51659"
"GINS3","64785"
"GINS4","84296"
"GIPC1","10755"
"GIT1","28964"
"GIT2","9815"
"GKAP1","80318"
"GLA","2717"
"GLB1","2720"
"GLB1L2","89944"
"GLCCI1","113263"
"GLCE","26035"
"GLDC","2731"
"GLE1","2733"
"GLG1","2734"
"GLI2","2736"
"GLI3","2737"
"GLI4","2738"
"GLIPR2","152007"
"GLMN","11146"
"GLMP","112770"
"GLO1","2739"
"GLOD4","51031"
"GLRX3","10539"
"GLRX5","51218"
"GLS","2744"
"GLTP","51228"
"GLUD1","2746"
"GLUL","2752"
"GLYR1","84656"
"GM2A","2760"
"GMDS","2762"
"GMEB1","10691"
"GMEB2","26205"
"GMFB","2764"
"GMNN","51053"
"GMPPA","29926"
"GMPPB","29925"
"GMPR","2766"
"GMPR2","51292"
"GMPS","8833"
"GNA11","2767"
"GNA12","2768"
"GNA13","10672"
"GNAI1","2770"
"GNAI2","2771"
"GNAI3","2773"
"GNAQ","2776"
"GNAS","2778"
"GNB1","2782"
"GNB1L","54584"
"GNB4","59345"
"GNE","10020"
"GNG12","55970"
"GNG4","2786"
"GNG7","2788"
"GNL1","2794"
"GNL2","29889"
"GNL3","26354"
"GNL3L","54552"
"GNPAT","8443"
"GNPDA1","10007"
"GNPDA2","132789"
"GNPNAT1","64841"
"GNPTAB","79158"
"GNPTG","84572"
"GNS","2799"
"GOLGA1","2800"
"GOLGA2","2801"
"GOLGA3","2802"
"GOLGA4","2803"
"GOLGA5","9950"
"GOLGB1","2804"
"GOLIM4","27333"
"GOLM2","113201"
"GOLPH3","64083"
"GOLPH3L","55204"
"GOLT1B","51026"
"GON7","84520"
"GOPC","57120"
"GORAB","92344"
"GORASP2","26003"
"GOSR1","9527"
"GOSR2","9570"
"GOT1","2805"
"GOT2","2806"
"GPAA1","8733"
"GPALPP1","55425"
"GPANK1","7918"
"GPAT4","137964"
"GPATCH1","55094"
"GPATCH11","253635"
"GPATCH2","55105"
"GPATCH3","63906"
"GPATCH4","54865"
"GPATCH8","23131"
"GPBP1","65056"
"GPC1","2817"
"GPC4","2239"
"GPCPD1","56261"
"GPD1L","23171"
"GPD2","2820"
"GPHN","10243"
"GPI","2821"
"GPKOW","27238"
"GPM6B","2824"
"GPN1","11321"
"GPN3","51184"
"GPR107","57720"
"GPR180","160897"
"GPR50","9248"
"GPRASP2","114928"
"GPRC5A","9052"
"GPRIN1","114787"
"GPS1","2873"
"GPS2","2874"
"GPSM1","26086"
"GPT2","84706"
"GPX1","2876"
"GPX3","2878"
"GPX4","2879"
"GPX8","493869"
"GRB10","2887"
"GRB2","2885"
"GRHPR","9380"
"GRIPAP1","56850"
"GRK2","156"
"GRK6","2870"
"GRN","2896"
"GRPEL1","80273"
"GRPEL2","134266"
"GRSF1","2926"
"GRWD1","83743"
"GSDME","1687"
"GSE1","23199"
"GSK3A","2931"
"GSK3B","2932"
"GSKIP","51527"
"GSPT1","2935"
"GSR","2936"
"GSS","2937"
"GSTCD","79807"
"GSTK1","373156"
"GSTM2","2946"
"GSTM3","2947"
"GSTO1","9446"
"GSTZ1","2954"
"GTF2A1","2957"
"GTF2A2","2958"
"GTF2B","2959"
"GTF2E1","2960"
"GTF2E2","2961"
"GTF2F1","2962"
"GTF2F2","2963"
"GTF2H1","2965"
"GTF2H2","2966"
"GTF2H3","2967"
"GTF2H4","2968"
"GTF2I","2969"
"GTF2IRD1","9569"
"GTF3A","2971"
"GTF3C2","2976"
"GTF3C3","9330"
"GTF3C4","9329"
"GTF3C5","9328"
"GTPBP1","9567"
"GTPBP10","85865"
"GTPBP2","54676"
"GTPBP3","84705"
"GTPBP4","23560"
"GTPBP6","8225"
"GTPBP8","29083"
"GTSE1","51512"
"GUCY1B1","2983"
"GUK1","2987"
"GULP1","51454"
"GUSB","2990"
"GXYLT1","283464"
"GYG1","2992"
"GYG2","8908"
"GYS1","2997"
"GZF1","64412"
"H2AC21","317772"
"H2AX","3014"
"H4C16","121504"
"H6PD","9563"
"HABP4","22927"
"HACD3","51495"
"HACE1","57531"
"HACL1","26061"
"HADH","3033"
"HADHA","3030"
"HADHB","3032"
"HAGH","3029"
"HAND1","9421"
"HAPSTR1","29035"
"HARS2","23438"
"HASPIN","83903"
"HAT1","8520"
"HAUS1","115106"
"HAUS2","55142"
"HAUS3","79441"
"HAUS4","54930"
"HAUS6","54801"
"HAUS7","55559"
"HAUS8","93323"
"HAX1","10456"
"HBS1L","10767"
"HCCS","3052"
"HCFC1","3054"
"HCFC2","29915"
"HDAC1","3065"
"HDAC2","3066"
"HDAC3","8841"
"HDAC4","9759"
"HDAC5","10014"
"HDAC6","10013"
"HDDC2","51020"
"HDDC3","374659"
"HDGF","3068"
"HDGFL2","84717"
"HDGFL3","50810"
"HDHD2","84064"
"HDHD3","81932"
"HDLBP","3069"
"HEATR1","55127"
"HEATR3","55027"
"HEATR5A","25938"
"HEATR5B","54497"
"HEATR6","63897"
"HEBP1","50865"
"HEBP2","23593"
"HECA","51696"
"HECTD1","25831"
"HECTD3","79654"
"HECTD4","283450"
"HEG1","57493"
"HELB","92797"
"HELLS","3070"
"HELZ","9931"
"HELZ2","85441"
"HERC2","8924"
"HERC4","26091"
"HERC5","51191"
"HES1","3280"
"HES4","57801"
"HEXA","3073"
"HEXB","3074"
"HEXIM1","10614"
"HEXIM2","124790"
"HEY1","23462"
"HGH1","51236"
"HGS","9146"
"HGSNAT","138050"
"HIBADH","11112"
"HIBCH","26275"
"HIC2","23119"
"HID1","283987"
"HIF1AN","55662"
"HIGD1A","25994"
"HIKESHI","51501"
"HINT1","3094"
"HINT2","84681"
"HINT3","135114"
"HIP1","3092"
"HIP1R","9026"
"HIRA","7290"
"HIRIP3","8479"
"HIVEP1","3096"
"HIVEP2","3097"
"HJURP","55355"
"HK1","3098"
"HK2","3099"
"HLA-B","3106"
"HLA-C","3107"
"HLA-E","3133"
"HLCS","3141"
"HLTF","6596"
"HLX","3142"
"HM13","81502"
"HMBOX1","79618"
"HMBS","3145"
"HMCES","56941"
"HMG20A","10363"
"HMG20B","10362"
"HMGA1","3159"
"HMGA2","8091"
"HMGB1","3146"
"HMGB2","3148"
"HMGB3","3149"
"HMGCL","3155"
"HMGN1","3150"
"HMGN2","3151"
"HMGN5","79366"
"HMGXB4","10042"
"HMOX2","3163"
"HNRNPA0","10949"
"HNRNPA1","3178"
"HNRNPA2B1","3181"
"HNRNPA3","220988"
"HNRNPAB","3182"
"HNRNPC","3183"
"HNRNPD","3184"
"HNRNPDL","9987"
"HNRNPF","3185"
"HNRNPH1","3187"
"HNRNPH2","3188"
"HNRNPH3","3189"
"HNRNPK","3190"
"HNRNPL","3191"
"HNRNPLL","92906"
"HNRNPM","4670"
"HNRNPR","10236"
"HNRNPU","3192"
"HNRNPUL1","11100"
"HNRNPUL2","221092"
"HOMER1","9456"
"HOMER2","9455"
"HOMEZ","57594"
"HOOK1","51361"
"HOOK2","29911"
"HOOK3","84376"
"HOXA10","3206"
"HOXA11","3207"
"HOXA13","3209"
"HOXA5","3202"
"HOXB4","3214"
"HOXB6","3216"
"HOXB9","3219"
"HOXC10","3226"
"HOXC11","3227"
"HOXC13","3229"
"HOXC9","3225"
"HOXD11","3237"
"HOXD13","3239"
"HP1BP3","50809"
"HPCAL1","3241"
"HPF1","54969"
"HPS3","84343"
"HPS5","11234"
"HPS6","79803"
"HPSE","10855"
"HS1BP3","64342"
"HS2ST1","9653"
"HS6ST2","90161"
"HSCB","150274"
"HSD17B10","3028"
"HSD17B11","51170"
"HSD17B12","51144"
"HSD17B4","3295"
"HSD17B7","51478"
"HSD17B8","7923"
"HSDL1","83693"
"HSDL2","84263"
"HSF1","3297"
"HSP90AA1","3320"
"HSP90AA4P","3323"
"HSP90AB1","3326"
"HSP90AB4P","664618"
"HSP90B1","7184"
"HSPA12A","259217"
"HSPA13","6782"
"HSPA14","51182"
"HSPA1L","3305"
"HSPA2","3306"
"HSPA4","3308"
"HSPA4L","22824"
"HSPA5","3309"
"HSPA8","3312"
"HSPA9","3313"
"HSPB1","3315"
"HSPBP1","23640"
"HSPD1","3329"
"HSPE1","3336"
"HSPH1","10808"
"HTATIP2","10553"
"HTATSF1","27336"
"HTRA1","5654"
"HTRA2","27429"
"HTT","3064"
"HUS1","3364"
"HUWE1","10075"
"HYCC1","84668"
"HYI","81888"
"HYOU1","10525"
"HYPK","25764"
"IAH1","285148"
"IARS1","3376"
"IARS2","55699"
"IBA57","200205"
"ICE1","23379"
"ICE2","79664"
"ICMT","23463"
"ICOSLG","23308"
"ID1","3397"
"ID4","3400"
"IDE","3416"
"IDH1","3417"
"IDH2","3418"
"IDH3A","3419"
"IDH3B","3420"
"IDH3G","3421"
"IDI1","3422"
"IDS","3423"
"IDUA","3425"
"IFI30","10437"
"IFIT5","24138"
"IFRD2","7866"
"IFT172","26160"
"IFT20","90410"
"IFT25","51668"
"IFT46","56912"
"IFT52","51098"
"IFT56","79989"
"IFT70A","92104"
"IFT74","80173"
"IFT80","57560"
"IGBP1","3476"
"IGF1R","3480"
"IGF2BP1","10642"
"IGF2BP2","10644"
"IGF2BP3","10643"
"IGFBP2","3485"
"IGFBP5","3488"
"IGFBP7","3490"
"IGHMBP2","3508"
"IGSF3","3321"
"IGSF8","93185"
"IK","3550"
"IKBIP","121457"
"IKBKB","3551"
"IKBKG","8517"
"IL10RB","3588"
"IL17RA","23765"
"ILF2","3608"
"ILF3","3609"
"ILK","3611"
"ILKAP","80895"
"ILRUN","64771"
"ILVBL","10994"
"IMMT","10989"
"IMP3","55272"
"IMP4","92856"
"IMPA1","3612"
"IMPA2","3613"
"IMPACT","55364"
"IMPDH1","3614"
"IMPDH2","3615"
"INA","9118"
"INCENP","3619"
"INF2","64423"
"ING1","3621"
"ING2","3622"
"ING3","54556"
"ING4","51147"
"ING5","84289"
"INIP","58493"
"INO80","54617"
"INO80B","83444"
"INO80C","125476"
"INO80E","283899"
"INPP1","3628"
"INPP4A","3631"
"INPP5A","3632"
"INPP5B","3633"
"INPP5F","22876"
"INPP5K","51763"
"INPPL1","3636"
"INSR","3643"
"INTS1","26173"
"INTS10","55174"
"INTS11","54973"
"INTS12","57117"
"INTS13","55726"
"INTS14","81556"
"INTS15","79034"
"INTS2","57508"
"INTS3","65123"
"INTS4","92105"
"INTS5","80789"
"INTS6","26512"
"INTS6L","203522"
"INTS7","25896"
"INTS8","55656"
"INTS9","55756"
"IP6K1","9807"
"IPMK","253430"
"IPO11","51194"
"IPO13","9670"
"IPO4","79711"
"IPO5","3843"
"IPO7","10527"
"IPO8","10526"
"IPO9","55705"
"IQCB1","9657"
"IQCC","55721"
"IQCE","23288"
"IQGAP1","8826"
"IQGAP2","10788"
"IQGAP3","128239"
"IQSEC1","9922"
"IRAK1","3654"
"IRAK4","51135"
"IREB2","3658"
"IRF2","3660"
"IRF2BP1","26145"
"IRF2BP2","359948"
"IRF2BPL","64207"
"IRF3","3661"
"IRGQ","126298"
"IRS4","8471"
"ISCA1","81689"
"ISCA2","122961"
"ISCU","23479"
"ISG20L2","81875"
"ISL2","64843"
"ISOC1","51015"
"IST1","9798"
"ISY1","57461"
"ISYNA1","51477"
"ITCH","83737"
"ITFG1","81533"
"ITGA1","3672"
"ITGA2","3673"
"ITGA3","3675"
"ITGA4","3676"
"ITGA5","3678"
"ITGA6","3655"
"ITGA7","3679"
"ITGA8","8516"
"ITGAV","3685"
"ITGB1","3688"
"ITGB3","3690"
"ITGB3BP","23421"
"ITGB5","3693"
"ITPA","3704"
"ITPK1","3705"
"ITPKB","3707"
"ITPKC","80271"
"ITPR2","3709"
"ITPR3","3710"
"ITPRID2","6744"
"ITPRIP","85450"
"ITSN1","6453"
"ITSN2","50618"
"IVD","3712"
"IVNS1ABP","10625"
"IWS1","55677"
"JADE1","79960"
"JADE3","9767"
"JAGN1","84522"
"JAK1","3716"
"JAM2","58494"
"JAM3","83700"
"JAZF1","221895"
"JCAD","57608"
"JDP2","122953"
"JMJD1C","221037"
"JMJD4","65094"
"JMJD6","23210"
"JMJD8","339123"
"JMY","133746"
"JOSD1","9929"
"JPH1","56704"
"JPT1","51155"
"JPT2","90861"
"JRKL","8690"
"JTB","10899"
"JUN","3725"
"JUNB","3726"
"JUND","3727"
"JUP","3728"
"KANK1","23189"
"KANK2","25959"
"KANSL1","284058"
"KANSL2","54934"
"KANSL3","55683"
"KARS1","3735"
"KAT14","57325"
"KAT2A","2648"
"KAT2B","8850"
"KAT5","10524"
"KAT6A","7994"
"KAT6B","23522"
"KAT7","11143"
"KAT8","84148"
"KATNA1","11104"
"KATNAL1","84056"
"KATNB1","10300"
"KATNBL1","79768"
"KAZN","23254"
"KBTBD11","9920"
"KBTBD2","25948"
"KBTBD7","84078"
"KCMF1","56888"
"KCNAB2","8514"
"KCTD1","284252"
"KCTD10","83892"
"KCTD12","115207"
"KCTD15","79047"
"KCTD17","79734"
"KCTD18","130535"
"KCTD2","23510"
"KCTD21","283219"
"KCTD3","51133"
"KCTD5","54442"
"KCTD9","54793"
"KDELR1","10945"
"KDELR2","11014"
"KDM1A","23028"
"KDM1B","221656"
"KDM2A","22992"
"KDM2B","84678"
"KDM3A","55818"
"KDM3B","51780"
"KDM4A","9682"
"KDM4B","23030"
"KDM4D","55693"
"KDM5A","5927"
"KDM5C","8242"
"KDM6A","7403"
"KDM6B","23135"
"KDM8","79831"
"KDSR","2531"
"KEAP1","9817"
"KGD4","92259"
"KHDC4","22889"
"KHDRBS1","10657"
"KHDRBS3","10656"
"KHK","3795"
"KHNYN","23351"
"KHSRP","8570"
"KIAA0319L","79932"
"KIAA0586","9786"
"KIAA0930","23313"
"KIAA1143","57456"
"KIAA1191","57179"
"KIAA1217","56243"
"KIAA1549","57670"
"KIAA1755","85449"
"KIAA2013","90231"
"KIDINS220","57498"
"KIF11","3832"
"KIF13A","63971"
"KIF13B","23303"
"KIF14","9928"
"KIF15","56992"
"KIF16B","55614"
"KIF18A","81930"
"KIF18B","146909"
"KIF1A","547"
"KIF1B","23095"
"KIF1C","10749"
"KIF20A","10112"
"KIF20B","9585"
"KIF21A","55605"
"KIF22","3835"
"KIF23","9493"
"KIF2A","3796"
"KIF2C","11004"
"KIF3A","11127"
"KIF3B","9371"
"KIF4A","24137"
"KIF5A","3798"
"KIF5C","3800"
"KIF7","374654"
"KIFAP3","22920"
"KIFBP","26128"
"KIFC1","3833"
"KIN","22944"
"KIRREL1","55243"
"KIT","3815"
"KIZ","55857"
"KLC1","3831"
"KLC2","64837"
"KLC3","147700"
"KLF12","11278"
"KLF16","83855"
"KLF3","51274"
"KLF4","9314"
"KLF5","688"
"KLHDC2","23588"
"KLHDC3","116138"
"KLHDC4","54758"
"KLHL12","59349"
"KLHL15","80311"
"KLHL20","27252"
"KLHL22","84861"
"KLHL7","55975"
"KLRG2","346689"
"KMT2A","4297"
"KMT2B","9757"
"KMT2C","58508"
"KMT2D","8085"
"KMT2E","55904"
"KMT5A","387893"
"KMT5B","51111"
"KMT5C","84787"
"KNL1","57082"
"KNOP1","400506"
"KNSTRN","90417"
"KNTC1","9735"
"KPNA1","3836"
"KPNA2","3838"
"KPNA3","3839"
"KPNA4","3840"
"KPNA5","3841"
"KPNA6","23633"
"KPNB1","3837"
"KRAS","3845"
"KRBA1","84626"
"KRCC1","51315"
"KRI1","65095"
"KRR1","11103"
"KRTCAP2","200185"
"KSR1","8844"
"KTI12","112970"
"KTN1","3895"
"KYAT1","883"
"KYAT3","56267"
"L2HGDH","79944"
"L3HYPDH","112849"
"L3MBTL2","83746"
"L3MBTL3","84456"
"LACTB","114294"
"LACTB2","51110"
"LAGE3","8270"
"LAMA3","3909"
"LAMA5","3911"
"LAMB1","3912"
"LAMB2","3913"
"LAMC1","3915"
"LAMP1","3916"
"LAMP2","3920"
"LAMTOR1","55004"
"LAMTOR2","28956"
"LAMTOR3","8649"
"LAMTOR4","389541"
"LANCL1","10314"
"LANCL2","55915"
"LAP3","51056"
"LARP1","23367"
"LARP1B","55132"
"LARP4","113251"
"LARP4B","23185"
"LARP6","55323"
"LARP7","51574"
"LARS1","51520"
"LARS2","23395"
"LAS1L","81887"
"LASP1","3927"
"LATS1","9113"
"LBR","3930"
"LCA5","167691"
"LCLAT1","253558"
"LCMT1","51451"
"LCMT2","9836"
"LCOR","84458"
"LDAH","60526"
"LDB1","8861"
"LDHA","3939"
"LDHAL6B","92483"
"LDHB","3945"
"LDLRAD3","143458"
"LDLRAP1","26119"
"LEF1","51176"
"LEMD2","221496"
