Protein.Group,Genes,protein_label,sample_label,PG.MaxLFQ,missing_status,n_missing,percent_missing
A6NGB9,WIPF3,WIPF3 | A6NGB9,GFP1,NA,Missing,5,83.33333333333333
Q6P3S1,DENND1B,DENND1B | Q6P3S1,RDH2,NA,Missing,4,66.66666666666667
Q6P3S1,DENND1B,DENND1B | Q6P3S1,RDH3,2388.48681640625,Detected,4,66.66666666666667
Q6PEV8,FAM199X,FAM199X | Q6PEV8,GFP1,NA,Missing,3,50
Q6PEV8,FAM199X,FAM199X | Q6PEV8,GFP2,15702.5302734375,Detected,3,50
Q6PEV8,FAM199X,FAM199X | Q6PEV8,GFP3,13854.216796875,Detected,3,50
Q6PEV8,FAM199X,FAM199X | Q6PEV8,RDH1,NA,Missing,3,50
Q6PEV8,FAM199X,FAM199X | Q6PEV8,RDH2,NA,Missing,3,50
Q6PEV8,FAM199X,FAM199X | Q6PEV8,RDH3,23663.306640625,Detected,3,50
Q6PGQ7,BORA,BORA | Q6PGQ7,GFP1,NA,Missing,5,83.33333333333333
Q6PGQ7,BORA,BORA | Q6PGQ7,GFP2,8480.2763671875,Detected,5,83.33333333333333
Q6PGQ7,BORA,BORA | Q6PGQ7,GFP3,NA,Missing,5,83.33333333333333
Q6PGQ7,BORA,BORA | Q6PGQ7,RDH1,NA,Missing,5,83.33333333333333
Q6PGQ7,BORA,BORA | Q6PGQ7,RDH2,NA,Missing,5,83.33333333333333
Q6PGQ7,BORA,BORA | Q6PGQ7,RDH3,NA,Missing,5,83.33333333333333
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,GFP1,17657.0703125,Detected,3,50
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,GFP2,0,Missing,3,50
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,GFP3,9953.869140625,Detected,3,50
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,RDH1,20604.962890625,Detected,3,50
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,RDH2,NA,Missing,3,50
Q6ZMT4,KDM7A,KDM7A | Q6ZMT4,RDH3,NA,Missing,3,50
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,GFP1,22961.763671875,Detected,4,66.66666666666667
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,GFP2,0,Missing,4,66.66666666666667
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,GFP3,25321.80078125,Detected,4,66.66666666666667
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,RDH1,0,Missing,4,66.66666666666667
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,RDH2,0,Missing,4,66.66666666666667
Q6ZT07,TBC1D9,TBC1D9 | Q6ZT07,RDH3,NA,Missing,4,66.66666666666667
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,GFP1,NA,Missing,5,83.33333333333333
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,GFP2,NA,Missing,5,83.33333333333333
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,GFP3,NA,Missing,5,83.33333333333333
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,RDH1,22796.44921875,Detected,5,83.33333333333333
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,RDH2,NA,Missing,5,83.33333333333333
Q6ZWL3,CYP4V2,CYP4V2 | Q6ZWL3,RDH3,NA,Missing,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,GFP1,NA,Missing,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,GFP2,NA,Missing,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,GFP3,NA,Missing,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,RDH1,4549.26904296875,Detected,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,RDH2,NA,Missing,5,83.33333333333333
Q70JA7,CHSY3,CHSY3 | Q70JA7,RDH3,NA,Missing,5,83.33333333333333
Q7L211,ABHD13,ABHD13 | Q7L211,GFP1,7166.359375,Detected,3,50
Q7L211,ABHD13,ABHD13 | Q7L211,GFP2,NA,Missing,3,50
Q7L211,ABHD13,ABHD13 | Q7L211,GFP3,1076.1549072265625,Detected,3,50
Q7L211,ABHD13,ABHD13 | Q7L211,RDH1,6648.1015625,Detected,3,50
Q7L211,ABHD13,ABHD13 | Q7L211,RDH2,NA,Missing,3,50
Q7L211,ABHD13,ABHD13 | Q7L211,RDH3,NA,Missing,3,50
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,GFP1,NA,Missing,4,66.66666666666667
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,GFP2,NA,Missing,4,66.66666666666667
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,GFP3,68779.4296875,Detected,4,66.66666666666667
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,RDH1,188154.578125,Detected,4,66.66666666666667
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,RDH2,NA,Missing,4,66.66666666666667
Q7Z6R9,TFAP2D,TFAP2D | Q7Z6R9,RDH3,NA,Missing,4,66.66666666666667
Q86TW2,ADCK1,ADCK1 | Q86TW2,GFP1,40892.87890625,Detected,2,33.333333333333336
Q86TW2,ADCK1,ADCK1 | Q86TW2,GFP2,15740.263671875,Detected,2,33.333333333333336
Q86TW2,ADCK1,ADCK1 | Q86TW2,GFP3,7829.72900390625,Detected,2,33.333333333333336
Q86TW2,ADCK1,ADCK1 | Q86TW2,RDH1,31204.65234375,Detected,2,33.333333333333336
Q86TW2,ADCK1,ADCK1 | Q86TW2,RDH2,NA,Missing,2,33.333333333333336
Q86TW2,ADCK1,ADCK1 | Q86TW2,RDH3,NA,Missing,2,33.333333333333336
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,GFP1,17983.01171875,Detected,3,50
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,GFP2,NA,Missing,3,50
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,GFP3,NA,Missing,3,50
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,RDH1,66942.28125,Detected,3,50
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,RDH2,11637.666015625,Detected,3,50
Q86UN3,RTN4RL2,RTN4RL2 | Q86UN3,RDH3,NA,Missing,3,50
Q86UU0,BCL9L,BCL9L | Q86UU0,GFP1,NA,Missing,6,100
Q86UU0,BCL9L,BCL9L | Q86UU0,GFP2,0,Missing,6,100
Q86UU0,BCL9L,BCL9L | Q86UU0,GFP3,0,Missing,6,100
Q86UU0,BCL9L,BCL9L | Q86UU0,RDH1,NA,Missing,6,100
Q86UU0,BCL9L,BCL9L | Q86UU0,RDH2,NA,Missing,6,100
Q86UU0,BCL9L,BCL9L | Q86UU0,RDH3,NA,Missing,6,100
Q86V87,FHIP2B,FHIP2B | Q86V87,GFP1,16468.9765625,Detected,3,50
Q86V87,FHIP2B,FHIP2B | Q86V87,GFP2,NA,Missing,3,50
Q86V87,FHIP2B,FHIP2B | Q86V87,GFP3,NA,Missing,3,50
Q86V87,FHIP2B,FHIP2B | Q86V87,RDH1,24848.705078125,Detected,3,50
Q86V87,FHIP2B,FHIP2B | Q86V87,RDH2,26433.208984375,Detected,3,50
Q86V87,FHIP2B,FHIP2B | Q86V87,RDH3,NA,Missing,3,50
Q86VK4,ZNF410,ZNF410 | Q86VK4,GFP1,NA,Missing,4,66.66666666666667
Q86VK4,ZNF410,ZNF410 | Q86VK4,GFP2,NA,Missing,4,66.66666666666667
Q86VK4,ZNF410,ZNF410 | Q86VK4,GFP3,3819.04052734375,Detected,4,66.66666666666667
Q86VK4,ZNF410,ZNF410 | Q86VK4,RDH1,NA,Missing,4,66.66666666666667
Q86VK4,ZNF410,ZNF410 | Q86VK4,RDH2,1598.3668212890625,Detected,4,66.66666666666667
Q86VK4,ZNF410,ZNF410 | Q86VK4,RDH3,NA,Missing,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,GFP1,NA,Missing,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,GFP2,NA,Missing,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,GFP3,NA,Missing,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,RDH1,7198.96875,Detected,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,RDH2,NA,Missing,4,66.66666666666667
Q86W47,KCNMB4,KCNMB4 | Q86W47,RDH3,2026.2757568359375,Detected,4,66.66666666666667
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,GFP1,6435.26025390625,Detected,3,50
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,GFP2,NA,Missing,3,50
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,GFP3,1823.12646484375,Detected,3,50
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,RDH1,16462.390625,Detected,3,50
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,RDH2,NA,Missing,3,50
Q8IWY8,ZSCAN29,ZSCAN29 | Q8IWY8,RDH3,NA,Missing,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,GFP1,9645.384765625,Detected,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,GFP2,NA,Missing,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,GFP3,5142.66943359375,Detected,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,RDH1,10200.4541015625,Detected,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,RDH2,NA,Missing,3,50
Q8IZN3,ZDHHC14,ZDHHC14 | Q8IZN3,RDH3,NA,Missing,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,GFP1,0,Missing,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,GFP2,14208.130859375,Detected,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,GFP3,18793.53515625,Detected,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,RDH1,15837.7685546875,Detected,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,RDH2,NA,Missing,3,50
Q8N1Q1,CA13,CA13 | Q8N1Q1,RDH3,NA,Missing,3,50
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,GFP1,6176.296875,Detected,2,33.333333333333336
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,GFP2,3902.1025390625,Detected,2,33.333333333333336
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,GFP3,6596.4501953125,Detected,2,33.333333333333336
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,RDH1,NA,Missing,2,33.333333333333336
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,RDH2,NA,Missing,2,33.333333333333336
Q8N1W1,ARHGEF28,ARHGEF28 | Q8N1W1,RDH3,3714.711669921875,Detected,2,33.333333333333336
Q8N2A8,PLD6,PLD6 | Q8N2A8,GFP1,4471.0126953125,Detected,3,50
Q8N2A8,PLD6,PLD6 | Q8N2A8,GFP2,NA,Missing,3,50
Q8N2A8,PLD6,PLD6 | Q8N2A8,GFP3,911.13812255859375,Detected,3,50
Q8N2A8,PLD6,PLD6 | Q8N2A8,RDH1,10419.9775390625,Detected,3,50
Q8N2A8,PLD6,PLD6 | Q8N2A8,RDH2,NA,Missing,3,50
Q8N2A8,PLD6,PLD6 | Q8N2A8,RDH3,NA,Missing,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,GFP1,24978.60546875,Detected,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,GFP2,NA,Missing,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,GFP3,NA,Missing,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,RDH1,27126.873046875,Detected,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,RDH2,NA,Missing,3,50
Q8N3J9,ZNF664,ZNF664 | Q8N3J9,RDH3,16885.302734375,Detected,3,50
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,GFP1,NA,Missing,5,83.33333333333333
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,GFP2,NA,Missing,5,83.33333333333333
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,GFP3,NA,Missing,5,83.33333333333333
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,RDH1,NA,Missing,5,83.33333333333333
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,RDH2,NA,Missing,5,83.33333333333333
Q8N7B9,EFCAB3,EFCAB3 | Q8N7B9,RDH3,72786.5625,Detected,5,83.33333333333333
Q8N8Q8,COX18,COX18 | Q8N8Q8,GFP1,14867.734375,Detected,2,33.333333333333336
Q8N8Q8,COX18,COX18 | Q8N8Q8,GFP2,NA,Missing,2,33.333333333333336
Q8N8Q8,COX18,COX18 | Q8N8Q8,GFP3,7012.44482421875,Detected,2,33.333333333333336
Q8N8Q8,COX18,COX18 | Q8N8Q8,RDH1,26255.486328125,Detected,2,33.333333333333336
Q8N8Q8,COX18,COX18 | Q8N8Q8,RDH2,8399.3427734375,Detected,2,33.333333333333336
Q8N8Q8,COX18,COX18 | Q8N8Q8,RDH3,NA,Missing,2,33.333333333333336
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,GFP1,55401.80859375,Detected,4,66.66666666666667
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,GFP2,NA,Missing,4,66.66666666666667
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,GFP3,NA,Missing,4,66.66666666666667
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,RDH1,38200.4453125,Detected,4,66.66666666666667
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,RDH2,NA,Missing,4,66.66666666666667
Q8N8Z6,DCBLD1,DCBLD1 | Q8N8Z6,RDH3,NA,Missing,4,66.66666666666667
Q8NCB2,CAMKV,CAMKV | Q8NCB2,GFP1,0,Missing,2,33.333333333333336
Q8NCB2,CAMKV,CAMKV | Q8NCB2,GFP2,NA,Missing,2,33.333333333333336
Q8NCB2,CAMKV,CAMKV | Q8NCB2,GFP3,9336.9453125,Detected,2,33.333333333333336
Q8NCB2,CAMKV,CAMKV | Q8NCB2,RDH1,39030.28515625,Detected,2,33.333333333333336
Q8NCB2,CAMKV,CAMKV | Q8NCB2,RDH2,9464.4111328125,Detected,2,33.333333333333336
Q8NCB2,CAMKV,CAMKV | Q8NCB2,RDH3,11818.115234375,Detected,2,33.333333333333336
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,GFP1,7015.01318359375,Detected,3,50
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,GFP2,4224.08740234375,Detected,3,50
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,GFP3,5846.57373046875,Detected,3,50
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,RDH1,NA,Missing,3,50
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,RDH2,NA,Missing,3,50
Q8NDV1,ST6GALNAC3,ST6GALNAC3 | Q8NDV1,RDH3,NA,Missing,3,50
Q8NE22,SETD9,SETD9 | Q8NE22,GFP1,15382.9716796875,Detected,4,66.66666666666667
Q8NE22,SETD9,SETD9 | Q8NE22,GFP2,NA,Missing,4,66.66666666666667
Q8NE22,SETD9,SETD9 | Q8NE22,GFP3,3631.2421875,Detected,4,66.66666666666667
Q8NE22,SETD9,SETD9 | Q8NE22,RDH1,NA,Missing,4,66.66666666666667
Q8NE22,SETD9,SETD9 | Q8NE22,RDH2,NA,Missing,4,66.66666666666667
Q8NE22,SETD9,SETD9 | Q8NE22,RDH3,NA,Missing,4,66.66666666666667
Q8NF99,ZNF397,ZNF397 | Q8NF99,GFP1,33185.98828125,Detected,3,50
Q8NF99,ZNF397,ZNF397 | Q8NF99,GFP2,17221.654296875,Detected,3,50
Q8NF99,ZNF397,ZNF397 | Q8NF99,GFP3,NA,Missing,3,50
Q8NF99,ZNF397,ZNF397 | Q8NF99,RDH1,65315.1875,Detected,3,50
Q8NF99,ZNF397,ZNF397 | Q8NF99,RDH2,NA,Missing,3,50
Q8NF99,ZNF397,ZNF397 | Q8NF99,RDH3,NA,Missing,3,50
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,GFP1,4799.8779296875,Detected,4,66.66666666666667
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,GFP2,NA,Missing,4,66.66666666666667
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,GFP3,NA,Missing,4,66.66666666666667
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,RDH1,5369.36474609375,Detected,4,66.66666666666667
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,RDH2,NA,Missing,4,66.66666666666667
Q8NHQ1,CEP70,CEP70 | Q8NHQ1,RDH3,NA,Missing,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,GFP1,2978.839599609375,Detected,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,GFP2,NA,Missing,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,GFP3,NA,Missing,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,RDH1,5170.029296875,Detected,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,RDH2,NA,Missing,4,66.66666666666667
Q8NHX9,TPCN2,TPCN2 | Q8NHX9,RDH3,NA,Missing,4,66.66666666666667
Q8TAC1,RFESD,RFESD | Q8TAC1,GFP1,NA,Missing,3,50
Q8TAC1,RFESD,RFESD | Q8TAC1,GFP2,NA,Missing,3,50
Q8TAC1,RFESD,RFESD | Q8TAC1,GFP3,1430.9501953125,Detected,3,50
Q8TAC1,RFESD,RFESD | Q8TAC1,RDH1,NA,Missing,3,50
Q8TAC1,RFESD,RFESD | Q8TAC1,RDH2,3859.33154296875,Detected,3,50
Q8TAC1,RFESD,RFESD | Q8TAC1,RDH3,1640.7498779296875,Detected,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,GFP1,2490.3701171875,Detected,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,GFP2,2551.98193359375,Detected,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,GFP3,6065.14501953125,Detected,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,RDH1,NA,Missing,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,RDH2,NA,Missing,3,50
Q8TAK5,GABPB2,GABPB2 | Q8TAK5,RDH3,NA,Missing,3,50
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,GFP1,NA,Missing,5,83.33333333333333
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,GFP2,NA,Missing,5,83.33333333333333
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,GFP3,70156.4296875,Detected,5,83.33333333333333
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,RDH1,NA,Missing,5,83.33333333333333
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,RDH2,NA,Missing,5,83.33333333333333
Q8TBP0,TBC1D16,TBC1D16 | Q8TBP0,RDH3,NA,Missing,5,83.33333333333333
Q8TD08,MAPK15,MAPK15 | Q8TD08,GFP1,71502.5234375,Detected,3,50
Q8TD08,MAPK15,MAPK15 | Q8TD08,GFP2,55837.79296875,Detected,3,50
Q8TD08,MAPK15,MAPK15 | Q8TD08,GFP3,NA,Missing,3,50
Q8TD08,MAPK15,MAPK15 | Q8TD08,RDH1,NA,Missing,3,50
Q8TD08,MAPK15,MAPK15 | Q8TD08,RDH2,NA,Missing,3,50
Q8TD08,MAPK15,MAPK15 | Q8TD08,RDH3,66106.640625,Detected,3,50
Q8TDW7,FAT3,FAT3 | Q8TDW7,GFP1,148758.640625,Detected,2,33.333333333333336
Q8TDW7,FAT3,FAT3 | Q8TDW7,GFP2,51513.828125,Detected,2,33.333333333333336
Q8TDW7,FAT3,FAT3 | Q8TDW7,GFP3,38450.3828125,Detected,2,33.333333333333336
Q8TDW7,FAT3,FAT3 | Q8TDW7,RDH1,111231.109375,Detected,2,33.333333333333336
Q8TDW7,FAT3,FAT3 | Q8TDW7,RDH2,NA,Missing,2,33.333333333333336
Q8TDW7,FAT3,FAT3 | Q8TDW7,RDH3,NA,Missing,2,33.333333333333336
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,GFP1,11529.6484375,Detected,4,66.66666666666667
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,GFP2,NA,Missing,4,66.66666666666667
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,GFP3,NA,Missing,4,66.66666666666667
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,RDH1,9024.4453125,Detected,4,66.66666666666667
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,RDH2,NA,Missing,4,66.66666666666667
Q8TDY8,IGDCC4,IGDCC4 | Q8TDY8,RDH3,NA,Missing,4,66.66666666666667
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,GFP1,NA,Missing,5,83.33333333333333
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,GFP2,NA,Missing,5,83.33333333333333
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,GFP3,NA,Missing,5,83.33333333333333
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,RDH1,22664.453125,Detected,5,83.33333333333333
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,RDH2,NA,Missing,5,83.33333333333333
Q8TEQ0,SNX29,SNX29 | Q8TEQ0,RDH3,NA,Missing,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,GFP1,NA,Missing,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,GFP2,NA,Missing,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,GFP3,NA,Missing,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,RDH1,NA,Missing,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,RDH2,154133.4375,Detected,5,83.33333333333333
Q8TF65,GIPC2,GIPC2 | Q8TF65,RDH3,NA,Missing,5,83.33333333333333
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,GFP1,7581.41015625,Detected,4,66.66666666666667
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,GFP2,NA,Missing,4,66.66666666666667
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,GFP3,NA,Missing,4,66.66666666666667
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,RDH1,12279.376953125,Detected,4,66.66666666666667
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,RDH2,NA,Missing,4,66.66666666666667
Q8WUJ1,CYB5D2,CYB5D2 | Q8WUJ1,RDH3,NA,Missing,4,66.66666666666667
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,GFP1,6124.4287109375,Detected,2,33.333333333333336
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,GFP2,6784.20654296875,Detected,2,33.333333333333336
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,GFP3,6275.90478515625,Detected,2,33.333333333333336
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,RDH1,NA,Missing,2,33.333333333333336
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,RDH2,14482.259765625,Detected,2,33.333333333333336
Q8WUP2,FBLIM1,FBLIM1 | Q8WUP2,RDH3,NA,Missing,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,GFP1,33109.55859375,Detected,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,GFP2,15135.791015625,Detected,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,GFP3,10364.7900390625,Detected,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,RDH1,26082.986328125,Detected,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,RDH2,NA,Missing,2,33.333333333333336
Q8WWZ7,ABCA5,ABCA5 | Q8WWZ7,RDH3,NA,Missing,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,GFP1,NA,Missing,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,GFP2,30209.33984375,Detected,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,GFP3,37813.33203125,Detected,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,RDH1,NA,Missing,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,RDH2,26324.166015625,Detected,2,33.333333333333336
Q92567,FAM168A,FAM168A | Q92567,RDH3,23003.375,Detected,2,33.333333333333336
Q92628,KIAA0232,KIAA0232 | Q92628,GFP1,NA,Missing,5,83.33333333333333
Q92628,KIAA0232,KIAA0232 | Q92628,GFP2,NA,Missing,5,83.33333333333333
Q92628,KIAA0232,KIAA0232 | Q92628,GFP3,7141.31005859375,Detected,5,83.33333333333333
Q92628,KIAA0232,KIAA0232 | Q92628,RDH1,NA,Missing,5,83.33333333333333
Q92628,KIAA0232,KIAA0232 | Q92628,RDH2,0,Missing,5,83.33333333333333
Q92628,KIAA0232,KIAA0232 | Q92628,RDH3,0,Missing,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,GFP1,4825.060546875,Detected,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,GFP2,NA,Missing,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,GFP3,NA,Missing,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,RDH1,NA,Missing,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,RDH2,NA,Missing,5,83.33333333333333
Q969L2,MAL2,MAL2 | Q969L2,RDH3,NA,Missing,5,83.33333333333333
Q96BY9,SARAF,SARAF | Q96BY9,GFP1,NA,Missing,4,66.66666666666667
Q96BY9,SARAF,SARAF | Q96BY9,GFP2,NA,Missing,4,66.66666666666667
Q96BY9,SARAF,SARAF | Q96BY9,GFP3,785.92828369140625,Detected,4,66.66666666666667
Q96BY9,SARAF,SARAF | Q96BY9,RDH1,7324.47412109375,Detected,4,66.66666666666667
Q96BY9,SARAF,SARAF | Q96BY9,RDH2,NA,Missing,4,66.66666666666667
Q96BY9,SARAF,SARAF | Q96BY9,RDH3,NA,Missing,4,66.66666666666667
Q96GS6,ABHD17A,ABHD17A | Q96GS6,GFP1,18150.72265625,Detected,3,50
Q96GS6,ABHD17A,ABHD17A | Q96GS6,GFP2,NA,Missing,3,50
Q96GS6,ABHD17A,ABHD17A | Q96GS6,GFP3,NA,Missing,3,50
Q96GS6,ABHD17A,ABHD17A | Q96GS6,RDH1,17329.359375,Detected,3,50
Q96GS6,ABHD17A,ABHD17A | Q96GS6,RDH2,NA,Missing,3,50
Q96GS6,ABHD17A,ABHD17A | Q96GS6,RDH3,10749.2333984375,Detected,3,50
Q96HD1,CRELD1,CRELD1 | Q96HD1,GFP1,55184.24609375,Detected,2,33.333333333333336
Q96HD1,CRELD1,CRELD1 | Q96HD1,GFP2,25104.1015625,Detected,2,33.333333333333336
Q96HD1,CRELD1,CRELD1 | Q96HD1,GFP3,27039.283203125,Detected,2,33.333333333333336
Q96HD1,CRELD1,CRELD1 | Q96HD1,RDH1,NA,Missing,2,33.333333333333336
Q96HD1,CRELD1,CRELD1 | Q96HD1,RDH2,27553.224609375,Detected,2,33.333333333333336
